i,cost,numIterations,objectiveScaled,objectiveUnscaled,dualInfeasibilityScaled,dualInfeasibilityUnscaled,constraintViolationScaled,constraintViolationUnscaled,variableBoundViolationScaled,variableBoundViolationUnscaled,complementarityScaled,complementarityUnscaled,overallNLPErrorScaled,overallNLPErrorUnscaled,numObjectiveFunctionEvals,numObjectiveGradientEvals,numEqualityConstraintEvals,numInequalityConstraintEvals,numEqualityConstraintJacobianEvals,numInequalityConstraintJacobianEvals,numLagrangianHessianEvals,totalSeconds,convergedToOptimalFlag
87,0.19235557317733765,16,0.20297660329664044,0.20297660329664044,9.104701323616933e-15,9.104701323616933e-15,3.174543961037557e-15,3.174543961037557e-15,0.0,0.0,3.530246299112718e-09,3.530246299112718e-09,3.530246299112718e-09,3.530246299112718e-09,17,17,17,0,17,0,16,0.073,1
88,0.02811485156416893,14,0.12060483412955432,0.12060483412955432,2.5061385304979198e-14,2.5061385304979198e-14,2.6645352591003757e-15,2.6645352591003757e-15,0.0,0.0,8.001445638039088e-09,8.001445638039088e-09,8.001445638039088e-09,8.001445638039088e-09,15,15,15,0,15,0,14,0.029,1
89,0.19035381078720093,15,0.10688006270919395,0.10688006270919395,2.5075081818016928e-14,2.5075081818016928e-14,6.661338147750939e-16,6.661338147750939e-16,0.0,0.0,8.496287616495614e-09,8.496287616495614e-09,8.496287616495614e-09,8.496287616495614e-09,16,16,16,0,16,0,15,0.034,1
90,0.19818948209285736,100,0.10469144183222615,0.10469144183222615,0.00016086206180177044,0.00016086206180177044,0.015164991451196992,0.015164991451196992,9.993958438592188e-09,9.993958438592188e-09,3.0130186925071982e-09,3.0130186925071982e-09,0.015164991451196992,0.015164991451196992,143,69,143,0,111,0,101,1.431,0
91,0.18315652012825012,52,0.18796904960414257,0.18796904960414257,0.00063469117721529,0.00063469117721529,0.014208976687723125,0.014208976687723125,2.1694559482199338e-08,2.1694559482199338e-08,9.70877231313324e-09,9.70877231313324e-09,0.014208976687723125,0.014208976687723125,67,36,67,0,57,0,53,0.264,0
92,0.10642314702272415,12,0.3969689788010556,0.3969689788010556,2.506612331074189e-14,2.506612331074189e-14,4.440892098500626e-15,4.440892098500626e-15,0.0,0.0,3.4111842920293165e-09,3.4111842920293165e-09,3.4111842920293165e-09,3.4111842920293165e-09,13,13,13,0,13,0,12,0.027,1
93,0.048015695065259933,15,0.21451243939402218,0.21451243939402218,2.507282992219683e-14,2.507282992219683e-14,4.617400212181266e-15,4.617400212181266e-15,0.0,0.0,8.16502785045081e-09,8.16502785045081e-09,8.16502785045081e-09,8.16502785045081e-09,16,16,16,0,16,0,15,0.065,1
94,0.021292012184858322,21,0.015721445092915468,0.015721445092915468,9.09778005858624e-15,9.09778005858624e-15,6.661338147750939e-16,6.661338147750939e-16,0.0,0.0,2.8801408004405417e-09,2.8801408004405417e-09,2.8801408004405417e-09,2.8801408004405417e-09,22,22,22,0,22,0,21,0.046,1
95,0.12312153726816177,125,0.6583505845612667,0.6583505845612667,0.0008327031250289763,0.0008327031250289763,0.0049187614761094746,0.0049187614761094746,5.531610103304274e-08,5.531610103304274e-08,8.370963738779765e-09,8.370963738779765e-09,0.0049187614761094746,0.0049187614761094746,197,61,197,0,140,0,126,1.096,0
96,0.14300009608268738,48,0.0759708896082386,0.0759708896082386,0.0009458895096880564,0.0009458895096880564,0.35002308297274115,0.35002308297274115,9.997355943092145e-09,9.997355943092145e-09,9.390399930258125e-10,9.390399930258125e-10,0.35002308297274115,0.35002308297274115,58,22,58,0,53,0,49,0.116,0
97,0.025371352210640907,15,0.03597862022084243,0.03597862022084243,2.5062882013024177e-14,2.5062882013024177e-14,1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,7.465730501858024e-09,7.465730501858024e-09,7.465730501858024e-09,7.465730501858024e-09,16,16,16,0,16,0,15,0.1,1
98,0.11740954965353012,10,0.08818394920724495,0.08818394920724495,2.506653940533747e-14,2.506653940533747e-14,1.9984014443252818e-15,1.9984014443252818e-15,0.0,0.0,2.554287512912448e-09,2.554287512912448e-09,2.554287512912448e-09,2.554287512912448e-09,11,11,11,0,11,0,10,0.062,1
99,0.1483479142189026,67,0.37867389112081495,0.37867389112081495,0.0012295608167518781,0.0012295608167518781,0.06008006836453994,0.06008006836453994,3.933693948354744e-08,3.933693948354744e-08,9.65846314179374e-10,9.65846314179374e-10,0.06008006836453994,0.06008006836453994,89,34,89,0,73,0,68,0.191,0
100,0.09576240181922913,15,0.29781391856337325,0.29781391856337325,2.5065406116613074e-14,2.5065406116613074e-14,4.440892098500626e-15,4.440892098500626e-15,0.0,0.0,5.392438929872162e-09,5.392438929872162e-09,5.392438929872162e-09,5.392438929872162e-09,16,16,16,0,16,0,15,0.045,1
101,0.14726749062538147,20,0.14005194250466607,0.14005194250466607,2.510488765115025e-14,2.510488765115025e-14,2.4108319507387677e-15,2.4108319507387677e-15,0.0,0.0,9.796881462213599e-09,9.796881462213599e-09,9.796881462213599e-09,9.796881462213599e-09,21,21,21,0,21,0,20,0.137,1
102,0.09236501902341843,52,0.18953498825176165,0.18953498825176165,0.0007690947096455246,0.0007690947096455246,0.11096635405944427,0.11096635405944427,2.7268618918441234e-08,2.7268618918441234e-08,2.061368877035724e-09,2.061368877035724e-09,0.11096635405944427,0.11096635405944427,75,35,75,0,60,0,53,0.141,0
103,0.15881945192813873,20,0.12344572813135976,0.12344572813135976,9.107616719204334e-15,9.107616719204334e-15,1.5543122344752192e-15,1.5543122344752192e-15,0.0,0.0,3.0706844998720192e-09,3.0706844998720192e-09,3.0706844998720192e-09,3.0706844998720192e-09,21,21,21,0,21,0,20,0.077,1
104,0.13518810272216797,79,0.07158878400208095,0.07158878400208095,0.0007364956641337291,0.0007364956641337291,0.04789535631341615,0.04789535631341615,9.997620731283519e-09,9.997620731283519e-09,1.016598713412866e-09,1.016598713412866e-09,0.04789535631341615,0.04789535631341615,109,45,109,0,87,0,80,0.199,0
105,0.06198364123702049,76,0.35954444064135116,0.35954444064135116,0.0005583908895340158,0.0005583908895340158,0.1202999595513545,0.1202999595513545,4.071608206146493e-08,4.071608206146493e-08,1.3294440479590421e-08,1.3294440479590421e-08,0.1202999595513545,0.1202999595513545,144,47,144,0,88,0,77,0.751,0
106,0.13742035627365112,18,0.6319906723915983,0.6319906723915983,9.09941667926875e-15,9.09941667926875e-15,7.105427357601002e-15,7.105427357601002e-15,0.0,0.0,2.596183187100585e-09,2.596183187100585e-09,2.596183187100585e-09,2.596183187100585e-09,19,19,19,0,19,0,18,0.214,1
107,0.19913341104984283,190,0.29608773819195294,0.29608773819195294,0.00039681958600580185,0.00039681958600580185,0.005251559997098868,0.005251559997098868,3.1326235383488665e-08,3.1326235383488665e-08,2.1874474307329868e-08,2.1874474307329868e-08,0.005251559997098868,0.005251559997098868,281,122,281,0,209,0,191,3.012,0
108,0.12331323325634003,122,0.31814254333615816,0.31814254333615816,0.0007347884747227683,0.0007347884747227683,0.012170767138297869,0.012170767138297869,3.597599773641491e-08,3.597599773641491e-08,3.50164298098968e-09,3.50164298098968e-09,0.012170767138297869,0.012170767138297869,209,91,209,0,138,0,123,0.834,0
109,0.130410298705101,19,0.2785127718573658,0.2785127718573658,2.5071270905324643e-14,2.5071270905324643e-14,3.552713678800501e-15,3.552713678800501e-15,0.0,0.0,3.9650123890149936e-09,3.9650123890149936e-09,3.9650123890149936e-09,3.9650123890149936e-09,20,20,20,0,20,0,19,0.154,1
110,0.18551917374134064,16,0.12958062345565907,0.12958062345565907,2.5066256870632314e-14,2.5066256870632314e-14,1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,7.134306468614586e-09,7.134306468614586e-09,7.134306468614586e-09,7.134306468614586e-09,17,17,17,0,17,0,16,0.063,1
111,0.1297142505645752,15,0.264751893347275,0.264751893347275,2.506731391729247e-14,2.506731391729247e-14,3.552713678800501e-15,3.552713678800501e-15,0.0,0.0,9.079192934072183e-09,9.079192934072183e-09,9.079192934072183e-09,9.079192934072183e-09,16,16,16,0,16,0,15,0.204,1
112,0.191667839884758,17,0.3258308570078161,0.3258308570078161,9.104758020437274e-15,9.104758020437274e-15,4.440892098500626e-15,4.440892098500626e-15,0.0,0.0,1.1248676050994822e-09,1.1248676050994822e-09,1.1248676050994822e-09,1.1248676050994822e-09,18,18,18,0,18,0,17,0.034,1
113,0.17652975022792816,21,0.11810051600481926,0.11810051600481926,2.5085802370957166e-14,2.5085802370957166e-14,1.736458199452784e-15,1.736458199452784e-15,0.0,0.0,6.210289735962762e-09,6.210289735962762e-09,6.210289735962762e-09,6.210289735962762e-09,22,22,22,0,22,0,21,0.053,1
114,0.16944749653339386,41,0.0955238034209634,0.0955238034209634,0.002679892080033854,0.002679892080033854,0.4173441662719645,0.4173441662719645,9.995698491138683e-09,9.995698491138683e-09,2.6613089664350595e-08,2.6613089664350595e-08,0.4173441662719645,0.4173441662719645,49,21,49,0,45,0,42,0.063,0
115,0.184136763215065,21,0.20645468613966544,0.20645468613966544,2.5073074574304676e-14,2.5073074574304676e-14,3.1086244689504383e-15,3.1086244689504383e-15,0.0,0.0,7.203554772315089e-09,7.203554772315089e-09,7.203554772315089e-09,7.203554772315089e-09,22,22,22,0,22,0,21,0.09,1
116,0.12192564457654953,16,0.20493822385991864,0.20493822385991864,9.095551040100343e-15,9.095551040100343e-15,2.6645352591003757e-15,2.6645352591003757e-15,0.0,0.0,1.0641343408495784e-09,1.0641343408495784e-09,1.0641343408495784e-09,1.0641343408495784e-09,17,17,17,0,17,0,16,0.026,1
117,0.14924992620944977,9,0.21768338083168437,0.21768338083168437,9.095621766524258e-15,9.095621766524258e-15,1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,9.091997326241751e-10,9.091997326241751e-10,9.091997326241751e-10,9.091997326241751e-10,10,10,10,0,10,0,9,0.023,1
118,0.046789608895778656,17,0.03590148724654065,0.03590148724654065,9.131584377541913e-15,9.131584377541913e-15,1.061650767297806e-15,1.061650767297806e-15,6.743453351276685e-09,6.743453351276685e-09,6.002066474031205e-09,6.002066474031205e-09,6.002066474031205e-09,6.002066474031205e-09,18,18,18,0,18,0,17,0.027,1
119,0.05893276631832123,11,0.2351031792560614,0.2351031792560614,2.507246988004789e-14,2.507246988004789e-14,4.818194454525582e-15,4.818194454525582e-15,0.0,0.0,3.6080462968352184e-09,3.6080462968352184e-09,3.6080462968352184e-09,3.6080462968352184e-09,12,12,12,0,12,0,11,0.045,1
120,0.19014441967010498,13,0.648189165878426,0.648189165878426,9.106344269542791e-15,9.106344269542791e-15,6.3373785386122705e-15,6.3373785386122705e-15,0.0,0.0,1.2176106221536925e-09,1.2176106221536925e-09,1.2176106221536925e-09,1.2176106221536925e-09,14,14,14,0,14,0,13,0.076,1
121,0.08320532739162445,16,0.2990309160817336,0.2990309160817336,2.507408069559042e-14,2.507408069559042e-14,5.329070518200751e-15,5.329070518200751e-15,0.0,0.0,9.99378229510734e-09,9.99378229510734e-09,9.99378229510734e-09,9.99378229510734e-09,17,17,17,0,17,0,16,0.176,1
122,0.1418379545211792,69,0.07623493276313557,0.07623493276313557,0.0009049899597214121,0.0009049899597214121,0.08796606815081096,0.08796606815081096,9.994219674069882e-09,9.994219674069882e-09,4.053816762175952e-09,4.053816762175952e-09,0.08796606815081096,0.08796606815081096,90,40,90,0,76,0,70,0.168,0
123,0.18250775337219238,19,0.17024707908632492,0.17024707908632492,9.105132567198252e-15,9.105132567198252e-15,3.1086244689504383e-15,3.1086244689504383e-15,0.0,0.0,1.980313861430411e-09,1.980313861430411e-09,1.980313861430411e-09,1.980313861430411e-09,20,20,20,0,20,0,19,0.22,1
124,0.13363543152809143,14,0.35466079865302674,0.35466079865302674,9.10036443220893e-15,9.10036443220893e-15,3.157196726277789e-15,3.157196726277789e-15,0.0,0.0,1.0293768291447173e-09,1.0293768291447173e-09,1.0293768291447173e-09,1.0293768291447173e-09,15,15,15,0,15,0,14,0.032,1
125,0.026199117302894592,15,0.07656127402509195,0.07656127402509195,2.5063542457599887e-14,2.5063542457599887e-14,2.4875934645507414e-15,2.4875934645507414e-15,0.0,0.0,7.311396078092317e-09,7.311396078092317e-09,7.311396078092317e-09,7.311396078092317e-09,16,16,16,0,16,0,15,0.033,1
126,0.10509137064218521,18,0.060840969827603945,0.060840969827603945,2.506302437287555e-14,2.506302437287555e-14,7.771561172376096e-16,7.771561172376096e-16,0.0,0.0,6.2092221706630015e-09,6.2092221706630015e-09,6.2092221706630015e-09,6.2092221706630015e-09,19,19,19,0,19,0,18,0.218,1
127,0.1870778650045395,22,0.610835514308524,0.610835514308524,9.097709886786926e-15,9.097709886786926e-15,5.329070518200751e-15,5.329070518200751e-15,0.0,0.0,3.812341943069899e-09,3.812341943069899e-09,3.812341943069899e-09,3.812341943069899e-09,23,23,23,0,23,0,22,0.154,1
128,0.17027978599071503,81,0.0908898623367341,0.0908898623367341,0.00047848300056638877,0.00047848300056638877,0.210259156301884,0.210259156301884,1.1187516468780245e-08,1.1187516468780245e-08,1.3686493446877196e-09,1.3686493446877196e-09,0.210259156301884,0.210259156301884,106,44,106,0,89,0,82,0.346,0
129,0.12344760447740555,37,0.5864891773584017,0.5864891773584017,0.005486561108354619,0.005486561108354619,0.785087750490352,0.785087750490352,5.284569670749306e-08,5.284569670749306e-08,3.4356658358868945e-09,3.4356658358868945e-09,0.785087750490352,0.785087750490352,43,14,43,0,41,0,38,0.041,0
130,0.14406925439834595,27,0.34242804143328065,0.34242804143328065,9.128398263110815e-15,9.128398263110815e-15,3.376205565119861e-15,3.376205565119861e-15,1.8006992341668138e-08,1.8006992341668138e-08,4.136088313564649e-09,4.136088313564649e-09,4.136088313564649e-09,4.136088313564649e-09,28,28,28,0,28,0,27,0.204,1
131,0.10276010632514954,18,0.6076599871256585,0.6076599871256585,2.5075696301749467e-14,2.5075696301749467e-14,7.105427357601002e-15,7.105427357601002e-15,0.0,0.0,9.356457271063314e-09,9.356457271063314e-09,9.356457271063314e-09,9.356457271063314e-09,19,19,19,0,19,0,18,0.23,1
132,0.17689070105552673,23,0.11165241081407885,0.11165241081407885,2.508930563305256e-14,2.508930563305256e-14,1.6887533038634217e-15,1.6887533038634217e-15,0.0,0.0,5.017340831573199e-09,5.017340831573199e-09,5.017340831573199e-09,5.017340831573199e-09,24,24,24,0,24,0,23,0.058,1
133,0.1995205581188202,37,0.10455629909555429,0.10455629909555429,2.514791014860719e-14,2.514791014860719e-14,6.722053469410127e-16,6.722053469410127e-16,0.0,0.0,3.458855377022667e-09,3.458855377022667e-09,3.458855377022667e-09,3.458855377022667e-09,41,38,41,0,38,0,37,0.397,1
134,0.09324438124895096,19,0.05871524573416077,0.05871524573416077,2.5061607126281753e-14,2.5061607126281753e-14,1.2732870313669764e-15,1.2732870313669764e-15,0.0,0.0,3.0611092433051485e-09,3.0611092433051485e-09,3.0611092433051485e-09,3.0611092433051485e-09,20,20,20,0,20,0,19,0.151,1
135,0.18012043833732605,71,0.09354625186181625,0.09354625186181625,0.00035272017034060354,0.00035272017034060354,0.4436870607523932,0.4436870607523932,9.995660632533543e-09,9.995660632533543e-09,1.2404340442937436e-09,1.2404340442937436e-09,0.4436870607523932,0.4436870607523932,83,29,83,0,77,0,72,0.272,0
136,0.150149405002594,100,0.08207062130561152,0.08207062130561152,0.0013951831196530424,0.0013951831196530424,0.12351362450394228,0.12351362450394228,9.985634763509665e-09,9.985634763509665e-09,7.894560502428959e-09,7.894560502428959e-09,0.12351362450394228,0.12351362450394228,138,69,138,0,110,0,101,0.229,0
137,0.10697756707668304,17,0.2830391989336484,0.2830391989336484,2.506319219955003e-14,2.506319219955003e-14,3.1086244689504383e-15,3.1086244689504383e-15,0.0,0.0,7.652460633242299e-09,7.652460633242299e-09,7.652460633242299e-09,7.652460633242299e-09,18,18,18,0,18,0,17,0.066,1
138,0.15242715179920197,141,0.0780100122826876,0.0780100122826876,0.00012285210342141622,0.00012285210342141622,0.009969897585994062,0.009969897585994062,9.987730142935192e-09,9.987730142935192e-09,3.1770504403414e-09,3.1770504403414e-09,0.009969897585994062,0.009969897585994062,196,91,196,0,155,0,142,2.65,0
139,0.10787926614284515,39,0.06644330090280738,0.06644330090280738,0.006089676820920431,0.006089676820920431,0.11891423029139309,0.11891423029139309,9.996569572123803e-09,9.996569572123803e-09,1.4918218367660357e-08,1.4918218367660357e-08,0.11891423029139309,0.11891423029139309,74,24,74,0,45,0,40,0.042,0
140,0.10794272273778915,21,0.06077319991763802,0.06077319991763802,2.506113020537342e-14,2.506113020537342e-14,6.661338147750939e-16,6.661338147750939e-16,0.0,0.0,6.397859717693452e-09,6.397859717693452e-09,6.397859717693452e-09,6.397859717693452e-09,22,22,22,0,22,0,21,0.203,1
141,0.1785387098789215,38,0.14247778445838752,0.14247778445838752,0.0004613622760957279,0.0004613622760957279,0.2929583887173705,0.2929583887173705,1.5811368214713184e-08,1.5811368214713184e-08,7.067131184632319e-09,7.067131184632319e-09,0.2929583887173705,0.2929583887173705,51,20,51,0,44,0,39,0.143,0
142,0.022523634135723114,11,0.16371236672264874,0.16371236672264874,9.093615543552882e-15,9.093615543552882e-15,2.6645352591003757e-15,2.6645352591003757e-15,0.0,0.0,9.135172543414876e-10,9.135172543414876e-10,9.135172543414876e-10,9.135172543414876e-10,12,12,12,0,12,0,11,0.024,1
143,0.11379266530275345,19,0.06365142365062548,0.06365142365062548,2.5071513394975574e-14,2.5071513394975574e-14,6.661338147750939e-16,6.661338147750939e-16,0.0,0.0,4.248202828172964e-09,4.248202828172964e-09,4.248202828172964e-09,4.248202828172964e-09,20,20,20,0,20,0,19,0.137,1
144,0.14882715046405792,14,0.6809813282771598,0.6809813282771598,2.5071707539642014e-14,2.5071707539642014e-14,7.105427357601002e-15,7.105427357601002e-15,0.0,0.0,7.129510801650272e-09,7.129510801650272e-09,7.129510801650272e-09,7.129510801650272e-09,15,15,15,0,15,0,14,0.066,1
145,0.10681579262018204,11,0.08721665812663276,0.08721665812663276,2.50637043864766e-14,2.50637043864766e-14,9.992007221626409e-16,9.992007221626409e-16,0.0,0.0,6.565068765277319e-09,6.565068765277319e-09,6.565068765277319e-09,6.565068765277319e-09,12,12,12,0,12,0,11,0.022,1
146,0.13399875164031982,15,0.17076952497241266,0.17076952497241266,2.5062756814688973e-14,2.5062756814688973e-14,3.615163723935666e-15,3.615163723935666e-15,0.0,0.0,8.15670523127789e-09,8.15670523127789e-09,8.15670523127789e-09,8.15670523127789e-09,16,16,16,0,16,0,15,0.183,1
147,0.12152212858200073,23,0.43792468114142036,0.43792468114142036,2.506685003523213e-14,2.506685003523213e-14,6.217248937900877e-15,6.217248937900877e-15,0.0,0.0,5.205538764264876e-09,5.205538764264876e-09,5.205538764264876e-09,5.205538764264876e-09,24,24,24,0,24,0,23,0.293,1
148,0.1360723227262497,17,0.4291655566155326,0.4291655566155326,9.098706600961154e-15,9.098706600961154e-15,6.217248937900877e-15,6.217248937900877e-15,0.0,0.0,2.856698616655882e-09,2.856698616655882e-09,2.856698616655882e-09,2.856698616655882e-09,18,18,18,0,18,0,17,0.23,1
149,0.1799643635749817,22,0.5433884258728907,0.5433884258728907,2.506737253710094e-14,2.506737253710094e-14,6.217248937900877e-15,6.217248937900877e-15,0.0,0.0,4.127340809007881e-09,4.127340809007881e-09,4.127340809007881e-09,4.127340809007881e-09,23,23,23,0,23,0,22,0.12,1
150,0.12857279181480408,17,0.08385110563966487,0.08385110563966487,2.507439062031361e-14,2.507439062031361e-14,9.22005527481673e-16,9.22005527481673e-16,0.0,0.0,5.746421213294869e-09,5.746421213294869e-09,5.746421213294869e-09,5.746421213294869e-09,18,18,18,0,18,0,17,0.05,1
151,0.12208104878664017,57,0.0666138045225535,0.0666138045225535,0.0004772495870350494,0.0004772495870350494,0.43056691448846585,0.43056691448846585,9.99790306099868e-09,9.99790306099868e-09,4.207716371442175e-09,4.207716371442175e-09,0.43056691448846585,0.43056691448846585,70,32,70,0,63,0,58,0.165,0
152,0.16771438717842102,20,0.11114137965771019,0.11114137965771019,2.5070997184642504e-14,2.5070997184642504e-14,1.3322676295501878e-15,1.3322676295501878e-15,0.0,0.0,3.761395718756533e-09,3.761395718756533e-09,3.761395718756533e-09,3.761395718756533e-09,21,21,21,0,21,0,20,0.045,1
153,0.046879399567842484,16,0.10607773872355027,0.10607773872355027,2.5072373478764943e-14,2.5072373478764943e-14,3.606923787424776e-15,3.606923787424776e-15,0.0,0.0,3.790571940727846e-09,3.790571940727846e-09,3.790571940727846e-09,3.790571940727846e-09,17,17,17,0,17,0,16,0.161,1
