i,cost,numIterations,objectiveScaled,objectiveUnscaled,dualInfeasibilityScaled,dualInfeasibilityUnscaled,constraintViolationScaled,constraintViolationUnscaled,variableBoundViolationScaled,variableBoundViolationUnscaled,complementarityScaled,complementarityUnscaled,overallNLPErrorScaled,overallNLPErrorUnscaled,numObjectiveFunctionEvals,numObjectiveGradientEvals,numEqualityConstraintEvals,numInequalityConstraintEvals,numEqualityConstraintJacobianEvals,numInequalityConstraintJacobianEvals,numLagrangianHessianEvals,totalSeconds,convergedToOptimalFlag
4738,0.1473604291677475,57,0.09847809364173898,0.09847809364173898,0.002045533233203208,0.002045533233203208,0.04524781126135567,0.04524781126135567,9.986496629643682e-09,9.986496629643682e-09,2.526935840292599e-08,2.526935840292599e-08,0.04524781126135567,0.04524781126135567,85,32,85,0,64,0,58,0.156,0
4739,0.11394980549812317,19,0.1465319188390034,0.1465319188390034,9.131584377541913e-15,9.131584377541913e-15,2.609024107869118e-15,2.609024107869118e-15,4.980804602094935e-09,4.980804602094935e-09,2.087392789953261e-09,2.087392789953261e-09,2.087392789953261e-09,2.087392789953261e-09,20,20,20,0,20,0,19,0.04,1
4740,0.06492091715335846,13,0.5068002379876734,0.5068002379876734,2.506306403618592e-14,2.506306403618592e-14,6.217248937900877e-15,6.217248937900877e-15,0.0,0.0,6.54112829575367e-09,6.54112829575367e-09,6.54112829575367e-09,6.54112829575367e-09,14,14,14,0,14,0,13,0.049,1
4741,0.10322609543800354,38,0.056577863144605445,0.056577863144605445,0.0004469955191310132,0.0004469955191310132,0.26306945742197047,0.26306945742197047,9.99574345517118e-09,9.99574345517118e-09,1.335142061974944e-08,1.335142061974944e-08,0.26306945742197047,0.26306945742197047,50,20,50,0,44,0,39,0.14,0
4742,0.16061243414878845,25,0.08467149696463991,0.08467149696463991,9.141432829619638e-15,9.141432829619638e-15,6.722053469410127e-16,6.722053469410127e-16,0.0,0.0,3.1703231370849032e-09,3.1703231370849032e-09,3.1703231370849032e-09,3.1703231370849032e-09,26,26,26,0,26,0,25,0.52,1
4743,0.0746692419052124,22,0.09318858900360219,0.09318858900360219,9.110767695830191e-15,9.110767695830191e-15,2.040034807748725e-15,2.040034807748725e-15,0.0,0.0,2.05372395057849e-09,2.05372395057849e-09,2.05372395057849e-09,2.05372395057849e-09,23,23,23,0,23,0,22,0.057,1
4744,0.16655461490154266,12,0.4706496983432338,0.4706496983432338,2.5064220648094868e-14,2.5064220648094868e-14,5.329070518200751e-15,5.329070518200751e-15,0.0,0.0,4.286169611773002e-09,4.286169611773002e-09,4.286169611773002e-09,4.286169611773002e-09,13,13,13,0,13,0,12,0.048,1
4745,0.1961962878704071,60,0.111978003487208,0.111978003487208,0.0037386999130214734,0.0037386999130214734,0.4881824334078113,0.4881824334078113,9.998073036143751e-09,9.998073036143751e-09,2.9557075709498648e-09,2.9557075709498648e-09,0.4881824334078113,0.4881824334078113,73,26,73,0,65,0,61,0.115,0
4746,0.17818455398082733,28,0.49967084083227536,0.49967084083227536,9.105293374831646e-15,9.105293374831646e-15,6.217248937900877e-15,6.217248937900877e-15,0.0,0.0,2.553984419217813e-09,2.553984419217813e-09,2.553984419217813e-09,2.553984419217813e-09,29,29,29,0,29,0,28,0.195,1
4747,0.1935686618089676,17,0.1801806429227809,0.1801806429227809,9.09465975753981e-15,9.09465975753981e-15,2.220446049250313e-15,2.220446049250313e-15,0.0,0.0,4.3826226123955115e-09,4.3826226123955115e-09,4.3826226123955115e-09,4.3826226123955115e-09,18,18,18,0,18,0,17,0.079,1
4748,0.18291713297367096,20,0.1991154876625034,0.1991154876625034,2.507564547811827e-14,2.507564547811827e-14,3.1086244689504383e-15,3.1086244689504383e-15,0.0,0.0,2.985173567943941e-09,2.985173567943941e-09,2.985173567943941e-09,2.985173567943941e-09,21,21,21,0,21,0,20,0.369,1
4749,0.14233621954917908,16,0.4328352829094802,0.4328352829094802,9.099272251052256e-15,9.099272251052256e-15,6.217248937900877e-15,6.217248937900877e-15,0.0,0.0,2.9051614711733247e-09,2.9051614711733247e-09,2.9051614711733247e-09,2.9051614711733247e-09,17,17,17,0,17,0,16,0.604,1
4750,0.07295575737953186,47,0.044082876093619494,0.044082876093619494,0.0001061961920640897,0.0001061961920640897,0.19604850676954466,0.19604850676954466,9.999545524941311e-09,9.999545524941311e-09,9.892260277569885e-10,9.892260277569885e-10,0.19604850676954466,0.19604850676954466,54,12,54,0,50,0,48,1.677,0
4751,0.1909625381231308,18,0.8779364880423928,0.8779364880423928,2.507580113737953e-14,2.507580113737953e-14,8.43617710410971e-15,8.43617710410971e-15,0.0,0.0,6.910980397188946e-09,6.910980397188946e-09,6.910980397188946e-09,6.910980397188946e-09,19,19,19,0,19,0,18,0.279,1
4752,0.11926340311765671,58,0.0673555737860701,0.0673555737860701,0.0033333333033169765,0.0033333333033169765,0.4047557379966096,0.4047557379966096,9.998538774702581e-09,9.998538774702581e-09,1.605935577738911e-09,1.605935577738911e-09,0.4047557379966096,0.4047557379966096,79,24,79,0,65,0,59,0.094,0
4753,0.05712566152215004,10,0.060875368710521266,0.060875368710521266,2.506971496535754e-14,2.506971496535754e-14,1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,2.8102297496377032e-09,2.8102297496377032e-09,2.8102297496377032e-09,2.8102297496377032e-09,11,11,11,0,11,0,10,0.213,1
4754,0.1992436945438385,17,0.40617233025239907,0.40617233025239907,2.5066569568478506e-14,2.5066569568478506e-14,6.217248937900877e-15,6.217248937900877e-15,0.0,0.0,8.271223312899452e-09,8.271223312899452e-09,8.271223312899452e-09,8.271223312899452e-09,18,18,18,0,18,0,17,0.167,1
4755,0.1735612154006958,26,0.3985648557126546,0.3985648557126546,9.114485746952164e-15,9.114485746952164e-15,5.723936949419972e-15,5.723936949419972e-15,2.321788006298675e-08,2.321788006298675e-08,6.0768794214188965e-09,6.0768794214188965e-09,6.0768794214188965e-09,6.0768794214188965e-09,27,27,27,0,27,0,26,0.64,1
4756,0.08424410969018936,15,0.3807647515988757,0.3807647515988757,9.098468316282867e-15,9.098468316282867e-15,6.498274141009119e-15,6.498274141009119e-15,0.0,0.0,4.525363105870926e-09,4.525363105870926e-09,4.525363105870926e-09,4.525363105870926e-09,16,16,16,0,16,0,15,0.123,1
4757,0.17870911955833435,81,0.09532360760641222,0.09532360760641222,0.0005585468529116428,0.0005585468529116428,0.0450972517690042,0.0450972517690042,9.994219674069882e-09,9.994219674069882e-09,2.8220223757479566e-09,2.8220223757479566e-09,0.0450972517690042,0.0450972517690042,135,58,135,0,92,0,82,0.486,0
4758,0.14135654270648956,44,0.6180273272968786,0.6180273272968786,0.007000683238721881,0.007000683238721881,0.8422894002745052,0.8422894002745052,5.423981530583433e-08,5.423981530583433e-08,1.299576968434471e-09,1.299576968434471e-09,0.8422894002745052,0.8422894002745052,59,15,59,0,49,0,45,0.065,0
4759,0.18931443989276886,83,0.10068587448500754,0.10068587448500754,0.00018490928195892913,0.00018490928195892913,0.3334366635269772,0.3334366635269772,9.98157911880071e-09,9.98157911880071e-09,3.137332938269252e-09,3.137332938269252e-09,0.3334366635269772,0.3334366635269772,105,48,105,0,91,0,84,1.563,0
4760,0.12680400907993317,15,0.3495720772376927,0.3495720772376927,2.5064912004099876e-14,2.5064912004099876e-14,5.329070518200751e-15,5.329070518200751e-15,0.0,0.0,6.347440807964749e-09,6.347440807964749e-09,6.347440807964749e-09,6.347440807964749e-09,16,16,16,0,16,0,15,0.059,1
4761,0.12597447633743286,65,0.06923654567460118,0.06923654567460118,0.0005737260113136628,0.0005737260113136628,0.03734966281127197,0.03734966281127197,9.997990657595324e-09,9.997990657595324e-09,9.122850687269979e-10,9.122850687269979e-10,0.03734966281127197,0.03734966281127197,88,36,88,0,73,0,66,0.242,0
4762,0.09454095363616943,24,0.15573587678834283,0.15573587678834283,2.5088381096590633e-14,2.5088381096590633e-14,3.1071065859089586e-15,3.1071065859089586e-15,0.0,0.0,4.520267295119225e-09,4.520267295119225e-09,4.520267295119225e-09,4.520267295119225e-09,27,25,27,0,25,0,24,0.275,1
4763,0.06399749964475632,24,0.03705597445993689,0.03705597445993689,9.098950884766834e-15,9.098950884766834e-15,6.661338147750939e-16,6.661338147750939e-16,0.0,0.0,1.4112583081477222e-09,1.4112583081477222e-09,1.4112583081477222e-09,1.4112583081477222e-09,25,25,25,0,25,0,24,0.21,1
4764,0.10707546770572662,19,0.059674141953692625,0.059674141953692625,2.5063138538689332e-14,2.5063138538689332e-14,5.551115123125783e-16,5.551115123125783e-16,0.0,0.0,7.327572983090159e-09,7.327572983090159e-09,7.327572983090159e-09,7.327572983090159e-09,20,20,20,0,20,0,19,0.109,1
4765,0.11419174820184708,15,0.09852263486452278,0.09852263486452278,2.50624337865977e-14,2.50624337865977e-14,1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,4.4667278428142966e-09,4.4667278428142966e-09,4.4667278428142966e-09,4.4667278428142966e-09,16,16,16,0,16,0,15,0.317,1
4766,0.17512379586696625,15,0.16516255650676964,0.16516255650676964,2.5068989326128262e-14,2.5068989326128262e-14,3.1086244689504383e-15,3.1086244689504383e-15,0.0,0.0,8.306116848141855e-09,8.306116848141855e-09,8.306116848141855e-09,8.306116848141855e-09,16,16,16,0,16,0,15,0.038,1
4767,0.07779752463102341,77,0.05159007861207195,0.05159007861207195,0.00010529134743165095,0.00010529134743165095,0.15471879851497836,0.15471879851497836,9.990097193934844e-09,9.990097193934844e-09,2.8940749189461902e-09,2.8940749189461902e-09,0.15471879851497836,0.15471879851497836,99,44,99,0,85,0,78,1.402,0
4768,0.07980438321828842,11,0.05164972143476569,0.05164972143476569,2.506079246339341e-14,2.506079246339341e-14,4.440892098500626e-16,4.440892098500626e-16,0.0,0.0,3.228850085006577e-09,3.228850085006577e-09,3.228850085006577e-09,3.228850085006577e-09,12,12,12,0,12,0,11,0.036,1
4769,0.16064462065696716,10,0.11611020033912786,0.11611020033912786,9.09232477101359e-15,9.09232477101359e-15,1.1102230246251565e-15,1.1102230246251565e-15,0.0,0.0,9.093309855190429e-10,9.093309855190429e-10,9.093309855190429e-10,9.093309855190429e-10,11,11,11,0,11,0,10,0.037,1
4770,0.17061737179756165,64,0.2710698708295474,0.2710698708295474,0.00044864727727182517,0.00044864727727182517,0.006614867264418173,0.006614867264418173,3.740479392888574e-08,3.740479392888574e-08,2.5066054070993397e-09,2.5066054070993397e-09,0.006614867264418173,0.006614867264418173,74,26,74,0,68,0,65,0.895,0
4771,0.1729896366596222,71,0.1409566624917866,0.1409566624917866,0.000539864649510946,0.000539864649510946,0.04319804674558933,0.04319804674558933,1.6014242598672013e-08,1.6014242598672013e-08,2.51599224729931e-09,2.51599224729931e-09,0.04319804674558933,0.04319804674558933,101,41,101,0,79,0,72,0.294,0
4772,0.09718024730682373,12,0.37197686568546057,0.37197686568546057,2.5077554381015833e-14,2.5077554381015833e-14,5.329070518200751e-15,5.329070518200751e-15,0.0,0.0,7.673532880357015e-09,7.673532880357015e-09,7.673532880357015e-09,7.673532880357015e-09,13,13,13,0,13,0,12,0.039,1
4773,0.1390785127878189,18,0.23964284356352306,0.23964284356352306,2.5072178970966214e-14,2.5072178970966214e-14,2.5049406993105094e-15,2.5049406993105094e-15,0.0,0.0,9.965320630403857e-09,9.965320630403857e-09,9.965320630403857e-09,9.965320630403857e-09,19,19,19,0,19,0,18,0.043,1
4774,0.14279748499393463,112,0.463319699829602,0.463319699829602,0.0007295369684043627,0.0007295369684043627,0.020254847750993635,0.020254847750993635,4.780959095285198e-08,4.780959095285198e-08,3.345910565204311e-09,3.345910565204311e-09,0.020254847750993635,0.020254847750993635,161,59,161,0,124,0,113,1.267,0
4775,0.10872902721166611,94,0.057369273713127264,0.057369273713127264,0.00012193577278971113,0.00012193577278971113,0.07572596901099352,0.07572596901099352,9.978220250062009e-09,9.978220250062009e-09,4.637525429943292e-09,4.637525429943292e-09,0.07572596901099352,0.07572596901099352,111,52,111,0,102,0,95,2.44,0
4776,0.11972232162952423,15,0.10028230464988135,0.10028230464988135,9.0979334139427e-15,9.0979334139427e-15,2.557416084458808e-15,2.557416084458808e-15,0.0,0.0,4.216003907037823e-09,4.216003907037823e-09,4.216003907037823e-09,4.216003907037823e-09,16,16,16,0,16,0,15,0.216,1
4777,0.04893729090690613,20,0.3151868061753443,0.3151868061753443,2.5063482910315155e-14,2.5063482910315155e-14,6.657001339060997e-15,6.657001339060997e-15,0.0,0.0,3.960306064640881e-09,3.960306064640881e-09,3.960306064640881e-09,3.960306064640881e-09,21,21,21,0,21,0,20,0.305,1
4778,0.1289394050836563,106,0.06844049633176232,0.06844049633176232,0.00031960806128952373,0.00031960806128952373,0.013585567504476911,0.013585567504476911,9.986897864244781e-09,9.986897864244781e-09,3.02759076237622e-09,3.02759076237622e-09,0.013585567504476911,0.013585567504476911,141,60,141,0,116,0,107,0.77,0
4779,0.024486742913722992,17,0.25064572199314933,0.25064572199314933,9.125023842667632e-15,9.125023842667632e-15,4.714978407704962e-15,4.714978407704962e-15,2.0026471148071323e-08,2.0026471148071323e-08,7.03439280214796e-09,7.03439280214796e-09,7.03439280214796e-09,7.03439280214796e-09,18,18,18,0,18,0,17,0.135,1
4780,0.15062759816646576,90,0.07912002284001417,0.07912002284001417,0.00021798496865699235,0.00021798496865699235,0.011117823738156788,0.011117823738156788,9.982358828430904e-09,9.982358828430904e-09,5.551688522255614e-09,5.551688522255614e-09,0.011117823738156788,0.011117823738156788,111,54,111,0,98,0,91,1.285,0
4781,0.19859443604946136,18,0.1411043309335755,0.1411043309335755,2.5146551507759796e-14,2.5146551507759796e-14,2.0044729764912006e-15,2.0044729764912006e-15,3.365195427873502e-09,3.365195427873502e-09,4.4227606985427095e-09,4.4227606985427095e-09,4.4227606985427095e-09,4.4227606985427095e-09,19,19,19,0,19,0,18,0.116,1
4782,0.1276734471321106,140,0.06948863869287154,0.06948863869287154,0.00016711995747442643,0.00016711995747442643,0.005900572859190513,0.005900572859190513,9.987978111247742e-09,9.987978111247742e-09,4.495646481891748e-09,4.495646481891748e-09,0.005900572859190513,0.005900572859190513,198,91,198,0,156,0,141,1.944,0
4783,0.19416725635528564,126,0.19392413055501434,0.19392413055501434,0.00029960798359659975,0.00029960798359659975,0.01567604340344636,0.01567604340344636,2.1829591467792397e-08,2.1829591467792397e-08,3.779736511368132e-09,3.779736511368132e-09,0.01567604340344636,0.01567604340344636,167,74,167,0,137,0,127,2.355,0
4784,0.1091034784913063,44,0.06686489020719148,0.06686489020719148,0.000891068022004375,0.000891068022004375,0.2653254856832537,0.2653254856832537,1.342356559241864e-08,1.342356559241864e-08,1.127461261359528e-08,1.127461261359528e-08,0.2653254856832537,0.2653254856832537,69,26,69,0,51,0,45,0.12,0
4785,0.15129537880420685,26,0.08018629514779138,0.08018629514779138,9.14269670865606e-15,9.14269670865606e-15,7.320533068622126e-16,7.320533068622126e-16,6.030336341389386e-09,6.030336341389386e-09,3.902612964768346e-09,3.902612964768346e-09,3.902612964768346e-09,3.902612964768346e-09,27,27,27,0,27,0,26,0.111,1
4786,0.12522262334823608,16,0.17350186256677635,0.17350186256677635,2.5074494687079294e-14,2.5074494687079294e-14,3.0721952759549254e-15,3.0721952759549254e-15,0.0,0.0,2.5835580749333184e-09,2.5835580749333184e-09,2.5835580749333184e-09,2.5835580749333184e-09,17,17,17,0,17,0,16,0.152,1
4787,0.12047460675239563,45,0.07430706817880055,0.07430706817880055,0.00603684161410456,0.00603684161410456,0.5660605090720839,0.5660605090720839,9.998979311198752e-09,9.998979311198752e-09,1.3880177332875769e-08,1.3880177332875769e-08,0.5660605090720839,0.5660605090720839,57,18,57,0,50,0,46,0.066,0
4788,0.15552406013011932,14,0.570894659898056,0.570894659898056,2.5071303816359675e-14,2.5071303816359675e-14,5.329070518200751e-15,5.329070518200751e-15,0.0,0.0,5.81658118961914e-09,5.81658118961914e-09,5.81658118961914e-09,5.81658118961914e-09,15,15,15,0,15,0,14,0.049,1
4789,0.03129372000694275,13,0.04640124202334056,0.04640124202334056,2.5061560609366416e-14,2.5061560609366416e-14,1.5057399771478686e-15,1.5057399771478686e-15,0.0,0.0,3.1904426693605324e-09,3.1904426693605324e-09,3.1904426693605324e-09,3.1904426693605324e-09,14,14,14,0,14,0,13,0.046,1
4790,0.1909526139497757,200,0.09782512800515708,0.09782512800515708,0.0001572721203960988,0.0001572721203960988,0.013163892704785548,0.013163892704785548,9.982540905006942e-09,9.982540905006942e-09,3.250711650823736e-09,3.250711650823736e-09,0.013163892704785548,0.013163892704785548,245,99,245,0,210,0,201,4.894,0
4791,0.16661283373832703,107,0.08578354273021223,0.08578354273021223,0.000237557676149803,0.000237557676149803,0.019617718143863237,0.019617718143863237,9.988793014947817e-09,9.988793014947817e-09,3.242069884208717e-09,3.242069884208717e-09,0.019617718143863237,0.019617718143863237,144,71,144,0,118,0,108,2.049,0
4792,0.15625597536563873,20,0.5631654227931022,0.5631654227931022,2.5062519606586253e-14,2.5062519606586253e-14,6.035102972923312e-15,6.035102972923312e-15,0.0,0.0,5.156398041348459e-09,5.156398041348459e-09,5.156398041348459e-09,5.156398041348459e-09,21,21,21,0,21,0,20,0.077,1
4793,0.1888759583234787,17,0.11652317428779271,0.11652317428779271,9.099077307742934e-15,9.099077307742934e-15,1.5543122344752192e-15,1.5543122344752192e-15,0.0,0.0,4.4378334706842414e-09,4.4378334706842414e-09,4.4378334706842414e-09,4.4378334706842414e-09,18,18,18,0,18,0,17,0.392,1
4794,0.1981687843799591,19,0.12239426212009098,0.12239426212009098,9.094091761150901e-15,9.094091761150901e-15,1.3322676295501878e-15,1.3322676295501878e-15,0.0,0.0,5.197345143510578e-09,5.197345143510578e-09,5.197345143510578e-09,5.197345143510578e-09,20,20,20,0,20,0,19,0.32,1
4795,0.11097168177366257,16,0.10155555904797647,0.10155555904797647,9.096067688839137e-15,9.096067688839137e-15,2.42861286636753e-15,2.42861286636753e-15,0.0,0.0,1.9717822739530237e-09,1.9717822739530237e-09,1.9717822739530237e-09,1.9717822739530237e-09,17,17,17,0,17,0,16,0.092,1
4796,0.16563813388347626,17,0.11677372564776621,0.11677372564776621,9.131584377541913e-15,9.131584377541913e-15,1.3721662694976544e-15,1.3721662694976544e-15,1.3748178817607482e-08,1.3748178817607482e-08,3.0701300760023945e-09,3.0701300760023945e-09,3.0701300760023945e-09,3.0701300760023945e-09,18,18,18,0,18,0,17,0.094,1
4797,0.03772328794002533,11,0.1536989177742787,0.1536989177742787,2.5065900837310818e-14,2.5065900837310818e-14,3.5561831257524545e-15,3.5561831257524545e-15,0.0,0.0,9.619954374088372e-09,9.619954374088372e-09,9.619954374088372e-09,9.619954374088372e-09,12,12,12,0,12,0,11,0.281,1
4798,0.014153940603137016,17,0.012828067224904274,0.012828067224904274,2.5064438876538433e-14,2.5064438876538433e-14,5.551115123125783e-16,5.551115123125783e-16,0.0,0.0,7.158266227765313e-09,7.158266227765313e-09,7.158266227765313e-09,7.158266227765313e-09,18,18,18,0,18,0,17,0.048,1
4799,0.07977862656116486,37,0.04620167920756564,0.04620167920756564,0.0033642858458674207,0.0033642858458674207,0.40480082648630444,0.40480082648630444,9.998639360908612e-09,9.998639360908612e-09,1.9877119857827755e-08,1.9877119857827755e-08,0.40480082648630444,0.40480082648630444,45,19,45,0,42,0,38,0.077,0
4800,0.16514834761619568,67,0.08949269287703004,0.08949269287703004,0.001689629292558055,0.001689629292558055,0.13783464711785876,0.13783464711785876,9.971616643511538e-09,9.971616643511538e-09,1.6134604315414673e-08,1.6134604315414673e-08,0.13783464711785876,0.13783464711785876,91,33,91,0,74,0,68,0.253,0
4801,0.17876645922660828,125,0.09173938100954862,0.09173938100954862,0.00015641626785669927,0.00015641626785669927,0.012142926660239688,0.012142926660239688,9.98202998037101e-09,9.98202998037101e-09,2.6864910376914146e-09,2.6864910376914146e-09,0.012142926660239688,0.012142926660239688,154,50,154,0,134,0,126,2.437,0
4802,0.12948836386203766,15,0.23669431988368578,0.23669431988368578,9.097904389622572e-15,9.097904389622572e-15,3.1086244689504383e-15,3.1086244689504383e-15,0.0,0.0,5.964330230218212e-09,5.964330230218212e-09,5.964330230218212e-09,5.964330230218212e-09,16,16,16,0,16,0,15,0.055,1
4803,0.040675777941942215,14,0.06593143478765127,0.06593143478765127,9.09320219457655e-15,9.09320219457655e-15,1.5543122344752192e-15,1.5543122344752192e-15,0.0,0.0,1.2237919961605618e-09,1.2237919961605618e-09,1.2237919961605618e-09,1.2237919961605618e-09,15,15,15,0,15,0,14,0.04,1
4804,0.11099430173635483,57,0.06481028199397842,0.06481028199397842,0.004078369365453026,0.004078369365453026,0.11016329563186271,0.11016329563186271,9.995369310011881e-09,9.995369310011881e-09,1.8234191842298004e-08,1.8234191842298004e-08,0.11016329563186271,0.11016329563186271,86,34,86,0,65,0,58,0.085,0
4805,0.1853850781917572,20,0.2511227243833475,0.2511227243833475,9.099692992541723e-15,9.099692992541723e-15,5.507313355357368e-15,5.507313355357368e-15,2.0311214932178245e-08,2.0311214932178245e-08,3.465451001065978e-09,3.465451001065978e-09,3.465451001065978e-09,3.465451001065978e-09,21,21,21,0,21,0,20,0.263,1
4806,0.14075851440429688,19,0.0745100300324062,0.0745100300324062,9.097929214139935e-15,9.097929214139935e-15,7.91033905045424e-16,7.91033905045424e-16,0.0,0.0,3.6149967269916807e-09,3.6149967269916807e-09,3.6149967269916807e-09,3.6149967269916807e-09,20,20,20,0,20,0,19,0.096,1
4807,0.08358699083328247,25,0.5157891363247592,0.5157891363247592,2.5129704869471855e-14,2.5129704869471855e-14,5.1122300837036505e-15,5.1122300837036505e-15,2.7691378967631408e-08,2.7691378967631408e-08,5.5572072546339796e-09,5.5572072546339796e-09,5.5572072546339796e-09,5.5572072546339796e-09,26,26,26,0,26,0,25,0.097,1
4808,0.16605636477470398,25,0.10188714080297676,0.10188714080297676,9.135159068337563e-15,9.135159068337563e-15,1.07032438467769e-15,1.07032438467769e-15,0.0,0.0,3.776558782299294e-09,3.776558782299294e-09,3.776558782299294e-09,3.776558782299294e-09,26,26,26,0,26,0,25,0.124,1
4809,0.017136849462985992,16,0.012356047285288368,0.012356047285288368,2.506590360660811e-14,2.506590360660811e-14,5.551115123125783e-16,5.551115123125783e-16,0.0,0.0,7.100683268391757e-09,7.100683268391757e-09,7.100683268391757e-09,7.100683268391757e-09,17,17,17,0,17,0,16,0.06,1
4810,0.1444064825773239,128,0.07537380499181719,0.07537380499181719,0.00014287119650549824,0.00014287119650549824,0.012290875647065451,0.012290875647065451,9.989340798988167e-09,9.989340798988167e-09,2.8784279403812524e-09,2.8784279403812524e-09,0.012290875647065451,0.012290875647065451,181,79,181,0,142,0,129,2.242,0
4811,0.13095298409461975,63,0.07272115277688367,0.07272115277688367,0.001928809026367162,0.001928809026367162,0.13353715140174025,0.13353715140174025,9.978545101319014e-09,9.978545101319014e-09,1.4314073253537113e-08,1.4314073253537113e-08,0.13353715140174025,0.13353715140174025,88,39,88,0,71,0,64,0.164,0
4812,0.13770483434200287,10,0.4893400367144144,0.4893400367144144,2.506956355987258e-14,2.506956355987258e-14,7.105427357601002e-15,7.105427357601002e-15,0.0,0.0,9.957956608746555e-09,9.957956608746555e-09,9.957956608746555e-09,9.957956608746555e-09,11,11,11,0,11,0,10,0.049,1
4813,0.044012680649757385,39,0.023915062730592702,0.023915062730592702,0.0006227186538282877,0.0006227186538282877,0.11455291645794123,0.11455291645794123,9.991359739558447e-09,9.991359739558447e-09,1.687918416923191e-08,1.687918416923191e-08,0.11455291645794123,0.11455291645794123,50,21,50,0,45,0,40,0.158,0
4814,0.18430021405220032,180,0.3909544832724389,0.3909544832724389,0.0004256805588106838,0.0004256805588106838,0.013049419982741898,0.013049419982741898,3.8682149927637965e-08,3.8682149927637965e-08,8.592347198556234e-09,8.592347198556234e-09,0.013049419982741898,0.013049419982741898,219,84,219,0,193,0,181,5.228,0
4815,0.12023070454597473,56,0.06963584460573706,0.06963584460573706,0.0032190542833063773,0.0032190542833063773,0.7192858372476909,0.7192858372476909,9.99863924988631e-09,9.99863924988631e-09,5.873780267399198e-09,5.873780267399198e-09,0.7192858372476909,0.7192858372476909,66,15,66,0,60,0,57,0.094,0
4816,0.11425519734621048,15,0.13056032042377802,0.13056032042377802,2.5067405192537162e-14,2.5067405192537162e-14,2.6645352591003757e-15,2.6645352591003757e-15,0.0,0.0,5.149255559674758e-09,5.149255559674758e-09,5.149255559674758e-09,5.149255559674758e-09,16,16,16,0,16,0,15,0.059,1
4817,0.12206587195396423,91,0.06851985745061126,0.06851985745061126,0.0006930311493817953,0.0006930311493817953,0.037441092063148426,0.037441092063148426,9.997243033410541e-09,9.997243033410541e-09,9.435661938761417e-10,9.435661938761417e-10,0.037441092063148426,0.037441092063148426,126,55,126,0,100,0,92,0.38,0
4818,0.0454757958650589,55,0.029780509875590094,0.029780509875590094,0.00012533330766473227,0.00012533330766473227,0.07882463915623247,0.07882463915623247,9.999545524941311e-09,9.999545524941311e-09,6.340958387152187e-09,6.340958387152187e-09,0.07882463915623247,0.07882463915623247,79,35,79,0,62,0,56,0.569,0
4819,0.08412624150514603,63,0.05561183549683714,0.05561183549683714,0.0002568980410160293,0.0002568980410160293,0.11272573722923995,0.11272573722923995,9.999016947759287e-09,9.999016947759287e-09,9.182886670007641e-09,9.182886670007641e-09,0.11272573722923995,0.11272573722923995,76,34,76,0,68,0,64,0.447,0
4820,0.18885770440101624,86,0.11553645321493582,0.11553645321493582,0.00014165030321521845,0.00014165030321521845,0.21106513103269017,0.21106513103269017,9.981407535566977e-09,9.981407535566977e-09,3.280081663849082e-09,3.280081663849082e-09,0.21106513103269017,0.21106513103269017,110,61,110,0,94,0,87,1.64,0
4821,0.16667647659778595,71,0.14646574604820978,0.14646574604820978,0.0003071072915024604,0.0003071072915024604,0.032232143177613505,0.032232143177613505,1.7337420388230385e-08,1.7337420388230385e-08,2.81144907917015e-08,2.81144907917015e-08,0.032232143177613505,0.032232143177613505,87,37,87,0,78,0,72,0.552,0
4822,0.1403125673532486,59,0.07720305170646019,0.07720305170646019,0.0013169622869497744,0.0013169622869497744,0.05192424486926534,0.05192424486926534,9.997404792905229e-09,9.997404792905229e-09,3.198925386987624e-09,3.198925386987624e-09,0.05192424486926534,0.05192424486926534,98,34,98,0,67,0,60,0.14,0
4823,0.13760174810886383,22,0.09314467881483207,0.09314467881483207,9.09901276780282e-15,9.09901276780282e-15,1.457167719820518e-15,1.457167719820518e-15,0.0,0.0,2.926016271092668e-09,2.926016271092668e-09,2.926016271092668e-09,2.926016271092668e-09,23,23,23,0,23,0,22,0.103,1
4824,0.15809272229671478,81,0.6435821015274529,0.6435821015274529,0.0006277225696865291,0.0006277225696865291,0.01655081870466804,0.01655081870466804,5.706910144454014e-08,5.706910144454014e-08,2.681679938194383e-09,2.681679938194383e-09,0.01655081870466804,0.01655081870466804,115,42,115,0,92,0,82,1.923,0
4825,0.18809527158737183,49,0.4379291826699061,0.4379291826699061,0.001493450894639672,0.001493450894639672,0.035551804971645465,0.035551804971645465,4.1788521976116044e-08,4.1788521976116044e-08,6.927177924102072e-09,6.927177924102072e-09,0.035551804971645465,0.035551804971645465,72,29,72,0,57,0,50,0.138,0
4826,0.19454538822174072,94,0.5521807287416518,0.5521807287416518,0.00072590326305332,0.00072590326305332,0.016944756837567562,0.016944756837567562,5.6564115169521756e-08,5.6564115169521756e-08,6.8717901718587865e-09,6.8717901718587865e-09,0.016944756837567562,0.016944756837567562,141,54,141,0,104,0,95,1.426,0
